PrintISSN,EISSN,Title,Title History Indication,Related Title,Publisher Imprint,Publisher
26621061,2662107X,Palgrave Advances in Luxury,,,Springer Nature Switzerland AG,Springer Nature
26346133,26346141,Palgrave Close Readings in Film and Television,,,Palgrave Macmillan Ltd.,Springer Nature
26627329,26627337,Palgrave Critical University Studies,,,Palgrave Macmillan Ltd.,Springer Nature
2634615X,26346168,Palgrave European Film and Media Studies,,,Springer Science and Business Media B.V.,Springer Nature
26346214,26346222,Palgrave Gothic,,,Palgrave Macmillan Ltd.,Springer Nature
26346672,26346680,Palgrave Macmillan Animal Ethics Series,,,Springer Nature Switzerland AG,Springer Nature
26618435,26618443,Palgrave Macmillan Asian Business Series,,,Palgrave Macmillan Ltd.,Springer Nature
26346257,26346265,Palgrave Macmillan Memory Studies,,,Palgrave Macmillan Ltd.,Springer Nature
27313883,27313891,Palgrave Macmillan Series in Global Public Diplomacy,,,Palgrave Macmillan Ltd.,Springer Nature
29456118,29456126,Palgrave Macmillan Series in International Political Communication,,,Palgrave Macmillan Ltd.,Springer Nature
27316440,27316459,Palgrave Macmillan Studies in Family and Intimate Life,,,Palgrave Macmillan Ltd.,Springer Nature
26346273,26346281,Palgrave Macmillan Transnational History Series,,,Palgrave Macmillan Ltd.,Springer Nature
26627922,26627930,Palgrave Series in Asia and Pacific Studies,,,Springer Nature Switzerland AG,Springer Nature
27315657,27315665,Palgrave Series in Asian German Studies,,,Palgrave Macmillan Ltd.,Springer Nature
27309703,27309711,Palgrave Series in Indian Ocean World Studies,,,Palgrave Macmillan Ltd.,Springer Nature
27313204,27313212,Palgrave Shakespeare Studies,,,Palgrave Macmillan Ltd.,Springer Nature
29479274,29479282,Palgrave Socio-Legal Studies,,,Palgrave Macmillan Ltd.,Springer Nature
2634629X,26346303,Palgrave Studies in Adaptation and Visual Culture,,,Palgrave Macmillan,Springer Nature
26346311,2634632X,Palgrave Studies in Affect Theory and Literary Criticism,,,Springer Nature Switzerland AG,Springer Nature
26346338,26346346,Palgrave Studies in Animals and Literature,,,Springer Nature Switzerland AG,Springer Nature
26346354,26346362,Palgrave Studies in Audio-Visual Culture,,,Palgrave Macmillan Ltd.,Springer Nature
26346370,26346389,Palgrave Studies in Comics and Graphic Novels,,,Palgrave Macmillan Ltd.,Springer Nature
26346397,26346400,Palgrave Studies in Communication for Social Change,,,Springer Nature Switzerland AG,Springer Nature
26346419,26346427,Palgrave Studies in Cultural Heritage and Conflict,,,Palgrave Macmillan Ltd.,Springer Nature
26623641,2662365X,"Palgrave Studies in Democracy, Innovation and Entrepreneurship for Growth",,,Palgrave Macmillan Ltd.,Springer Nature
26621282,26621290,Palgrave Studies in Digital Business and Enabling Technologies,,,Palgrave Macmillan Ltd.,Springer Nature
26627345,26627353,Palgrave Studies in Education Research Methods,,,Palgrave Macmillan Ltd.,Springer Nature
26627361,2662737X,Palgrave Studies in Educational Media,,,Palgrave Macmillan Ltd.,Springer Nature
26625873,26625881,Palgrave Studies in European Union Politics,,,Palgrave Macmillan Ltd.,Springer Nature
25246445,25246453,Palgrave Studies in Gender and Education,,,Palgrave Macmillan Ltd.,Springer Nature
26624214,26624222,Palgrave Studies in Global Higher Education,,,Palgrave Macmillan Ltd.,Springer Nature
26621304,26621312,"Palgrave Studies in Governance, Leadership and Responsibility",,,Springer Nature Switzerland AG,Springer Nature
27309185,27309193,Palgrave Studies in Life Writing,,,Palgrave Macmillan Ltd.,Springer Nature
26346435,26346443,"Palgrave Studies in Literature, Science and Medicine",,,Springer Nature Switzerland AG,Springer Nature
26346451,2634646X,Palgrave Studies in Media and Environmental Communication,,,Palgrave Macmillan Ltd.,Springer Nature
26346478,26346486,Palgrave Studies in Modern European Literature,,,Palgrave Macmillan Ltd.,Springer Nature
29465133,29465141,Palgrave Studies in Music and Literature,,,Palgrave Macmillan Ltd.,Springer Nature
26346494,26346508,Palgrave Studies in Nineteenth-Century Writing and Culture,,,Palgrave Macmillan Ltd.,Springer Nature
27315673,27315681,Palgrave Studies in Oral History,,,Palgrave Macmillan Ltd.,Springer Nature
25233505,25233513,Palgrave Studies in Practice: Global Fashion Brand Management,,,Springer Nature Switzerland AG,Springer Nature
27314480,27314499,Palgrave Studies in Screenwriting,,,Palgrave Macmillan Ltd.,Springer Nature
26621320,26621339,Palgrave Studies in Sustainable Business in Association with Future Earth,,,Springer Nature Switzerland AG,Springer Nature
26346516,26346524,"Palgrave Studies in the Enlightenment, Romanticism and Cultures of Print",,,Palgrave Macmillan Ltd.,Springer Nature
26346532,26346540,Palgrave Studies in the History of Childhood,,,Palgrave Macmillan Ltd.,Springer Nature
26626578,26626586,Palgrave Studies in the History of Economic Thought,,,Palgrave Macmillan Ltd.,Springer Nature
2731569X,27315703,Palgrave Studies in the History of Genocide,,,Palgrave Macmillan Ltd.,Springer Nature
2730972X,27309738,Palgrave Studies in the History of Science and Technology,,,Palgrave Macmillan Ltd.,Springer Nature
26346559,26346567,Palgrave Studies in the History of Social Movements,,,Palgrave Macmillan Ltd.,Springer Nature
27309517,27309525,Palgrave Studies in the History of Subcultures and Popular Music,,,Springer Nature Switzerland AG,Springer Nature
26346575,26346583,Palgrave Studies in the History of the Media,,,Palgrave Macmillan Ltd.,Springer Nature
27309746,27309754,Palgrave Studies in World Environmental History,,,Palgrave Macmillan Ltd.,Springer Nature
25238167,25238175,"Palgrave Studies of Cross-Disciplinary Business Research, in Association with EuroMed Academy of Business",,,Palgrave Macmillan Ltd.,Springer Nature
26621185,26621193,Palgrave Studies of Internationalization in Emerging Markets,,,Springer Nature Switzerland AG,Springer Nature
11488158,2109943X,Palimpsestes,,,La Lettre Volee,La Lettre Volee
1699652,,Papyrologica Lugduno-Batava,,,Brill,Brill
26346591,26346605,Pathways for Ecumenical and Interreligious Dialogue,,,Springer Nature Switzerland AG,Springer Nature
23673451,2367346X,Pathways in Mathematics,,,Springer Nature Switzerland AG,Springer Nature
15724913,,Pauline Studies,,,Brill Academic Publishers,Brill
10175989,,Pediatric and Adolescent Medicine,,,S. Karger AG,Karger
21910812,,Pediatric Oncology,,,Springer Science + Business Media,Springer Nature
14701804,,Pergamon Materials Series,,,Elsevier B.V.,Elsevier
15683443,,Pericope,,,Brill Academic Publishers,Brill
18710069,,Perspectives in Bioanalysis,,,Elsevier B.V.,Elsevier
25201875,25201883,"Perspectives in Law, Business and Innovation",,,Springer Singapore,Springer Nature
1687069,,Perspectives in Medical Virology,,,Elsevier B.V.,Elsevier
22143807,22143815,"Perspectives in Pragmatics, Philosophy and Psychology",,,Springer International Publishing AG,Springer Nature
23670002,23670010,Perspectives on Geographical Marginality,,,Springer Nature,Springer Nature
20479921,,Petroleum Geology Conference Proceedings,,,Geological Society of London,Geological Society of London
1657208,,Pharmacochemistry Library,,,Elsevier B.V.,Elsevier
10627901,,Phase Transitions and Critical Phenomena,,,Academic Press,Elsevier
1570095X,,Philo of Alexandria Commentary Series,,,Brill Academic Publishers,Brill
791687,,Philosophia Antiqua,,,Brill Academic Publishers,Brill
12812463,,Philosophia Scientiae,,,Numdam (Numerisation de Documents Anciens Mathematiques),Numdam (Numerisation de Documents Anciens Mathematiques)
18778542,,Philosophical Studies in Science and Religion,,,Brill Academic Publishers,Brill
9218599,25428349,Philosophical Studies Series,,,Springer Nature Switzerland AG,Springer Nature
16344561,,Philosophie Antique,,,Presses Universitaires du Septentrion,Presses Universitaires du Septentrion
16173473,,Philosophiegeschichte und Logische Analyse,Continued as,History of Philosophy and Logical Analysis,Verlag Ferdinand Schoeningh GmbH,Verlag Ferdinand Schoeningh GmbH
18711774,,Philosophy and Foundations of Physics,,,Elsevier B.V.,Elsevier
3767418,22150080,Philosophy and Medicine,,,Springer Science and Business Media Deutschland GmbH,Springer Nature
23528370,23528389,Philosophy and Politics - Critical Explorations,,,Springer Science and Business Media B.V.,Springer Nature
18797202,18797210,Philosophy of Engineering and Technology,,,Springer Nature,Springer Nature
9226001,,Philosophy of History and Culture,,,Brill Academic Publishers,Brill
2210481X,22104828,Philosophy of Religion - World Religions,,,Brill Academic Publishers,Brill
5563860,,Photochemistry,,,Royal Society of Chemistry,Royal Society of Chemistry
0893388X,,Physical Acoustics,,,Academic Press,Elsevier
0921318X,,Physical Sciences Data,,,Elsevier B.V.,Elsevier
18711731,,"Physical Techniques in the Study of Art, Archaeology and Cultural Heritage",,,Elsevier,Elsevier
14360179,,PIK Report,,,Potsdam Institute for Climate Impact Research,Potsdam Institute for Climate Impact Research
7302207,,Plant Breeding Reviews,,,John Wiley and Sons Inc.,Wiley-Blackwell
18611370,18611362,Plant Cell Monographs,,,Springer Verlag,Springer Nature
8670730,,Polish Botanical Studies,,,Polska Akademia Nauk,Polska Akademia Nauk
2662589X,26625903,Political Campaigning and Communication,,,Palgrave Macmillan Ltd.,Springer Nature
2524714X,25247158,Political Philosophy and Public Purpose,,,Springer Nature Switzerland AG,Springer Nature
1988719,,Political Power and Social Theory,,,Emerald Group Publishing Ltd.,Emerald Publishing
25208896,2520890X,Politics of Citizenship and Migration,,,Springer Nature,Springer Nature
25096796,25097024,PoliTO Springer Series,,,Springer International Publishing AG,Springer Nature
16121287,,Power Systems,,,Springer Science + Business Media,Springer Nature
3038157,18757243,Poznan Studies in the Philosophy of the Sciences and the Humanities,,,Editions Rodopi B.V.,Editions Rodopi
2084589,,Prace i Studia Geograficzne,,,Warsaw University,Warsaw University
2084058,,Prace Slawistyczne. Slavica,,,"Polish Academy of Sciences, Institute of Slavic Studies","Polish Academy of Sciences, Institute of Slavic Studies"
18745075,,Practical Logic of Cognitive Systems,,,Elsevier B.V.,Elsevier
18746942,,Practical Machinery Management for Process Plants,,,Elsevier,Elsevier
0922842X,,Pragmatics and Beyond New Series,,,John Benjamins Publishing Company,John Benjamins Publishing Company
18752799,,Presenting the Past,,,Brill Academic Publishers,Brill
8675392,20843887,Principia,,,Jagiellonian University Press,Jagiellonian University Press
15692582,,Principles of Medical Biology,,,Elsevier B.V.,Elsevier
21993130,21993149,Probability Theory and Stochastic Modelling,,,Springer Nature,Springer Nature
1699601,,Probleme der Agyptologie,,,Brill,Brill
18736580,,Procedural Aspects of International Law,,,Taylor and Francis Ltd.,Taylor & Francis
15682692,,Proceedings in Marine Science,,,Elsevier B.V.,Elsevier
1059986X,22134417,Proceedings of the Boston Area Colloquium in Ancient Philosophy,,,Brill,Brill
681202,,Proceedings of the British Academy,,,Oxford University Press,Oxford University Press
17439213,17439221,Proceedings of the International Astronomical Union,,,Cambridge University Press,Cambridge University Press
15724409,,Process Metallurgy,,,Elsevier B.V.,Elsevier
18745970,,Process Systems Engineering,,,Academic Press Inc.,Elsevier
9218610,,Process Technol,,,Elsevier B.V.,Elsevier
22106480,,Processability ApprYches to Language Acquisition Research and Teaching,,,John Benjamins Publishing Company,John Benjamins Publishing Company
22105549,22105557,Professional and Practice-based Learning,,,Springer Nature,Springer Nature
18715125,,"Profiles of Drug Substances, Excipients and Related Methodology",Formerly known as,Analytical Profiles of Drug Substances and Excipients,Elsevier Inc.,Elsevier
9210423,,Progress in Biotechnology,,,Elsevier B.V.,Elsevier
0071786X,,Progress in Drug Research,,,Birkhauser Verlag,Springer Nature
796263,,Progress in Experimental Tumor Research,,,S. Karger AG,Karger
9596380,,Progress in Heterocyclic Chemistry,,,Elsevier B.V.,Elsevier
796352,,Progress in Industrial Microbiology,,,Elsevier B.V.,Elsevier
14227746,22964525,Progress in Inflammation Research,,,Springer Nature Switzerland AG,Springer Nature
796379,,Progress in Inorganic Chemistry,,,John Wiley and Sons Inc.,Wiley-Blackwell
17458862,,Progress in International Business Research,,,Emerald Group Publishing Ltd.,Emerald Publishing
796417,,Progress in Low Temperature Physics,,,North-Holland Publ Co,Elsevier
15449998,,Progress in Mathematical Physics,,,Birkhauser Boston,Springer Nature
7431643,2296505X,Progress in Mathematics,,,Springer Basel AG,Springer Nature
796468,,Progress in Medicinal Chemistry,,,Elsevier B.V.,Elsevier
14211750,23740280,Progress in Nonlinear Differential Equations and Their Application,,,Springer US,Springer Nature
796603,,Progress in Nucleic Acid Research and Molecular Biology,Continued as,Progress in molecular biology and translational science,Academic Press,Elsevier
796638,,Progress in Optics,,,Elsevier B.V.,Elsevier
14643456,,Progress in Pharmaceutical and Biomedical Analysis,,,Elsevier Science,Elsevier
10506977,22970428,Progress in Probability,,,Springer Nature,Springer Nature
3630951,,Progress in Psychobiology and Physiological Psychology,,,Elsevier,Elsevier
14222140,,Progress in Respiratory Research,,,S. Karger AG,Karger
15677354,22150129,Progress in Theoretical Chemistry and Physics,,,Springer Nature,Springer Nature
22961887,,Progress in tumor research,,,S. Karger AG,Karger
18713025,,Protein Reviews,,,Springer Verlag,Springer Nature
797421,,Psychology of Learning and Motivation - Advances in Research and Theory,,,Elsevier Inc.,Elsevier
25121812,25121839,Public Administration and Information Technology,,,Springer International Publishing AG,Springer Nature
25122347,25122363,"Public Administration, Governance and Globalization",,,Springer Nature,Springer Nature
